placekey,location_name,lat,lon,top_category,sub_category,borough,income_known_devices,income_mixing_score,expected_mixing_score,mixing_residual_z,balance_score,expected_balance_score,balance_residual_z,bootstrap_stability_pct,months_confirmed,evidence_tier,direction
229-225@627-vty-vzz,Cafe Juliet,40.612975,-74.126515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Staten Island,150,0.7769,0.8176,-0.731,0.5667,0.6086,-0.526,,0,none,
22b-222@627-s7t-4qf,Panaderia Atlixco Deli Grocery,40.751181,-73.872764,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,54,0.8481,0.8775,-0.631,0.625,0.6723,-0.665,,0,none,
22c-222@627-rwf-cnq,Last Stop Bar & Grill,40.902369,-73.851536,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,103,0.9312,0.9059,0.327,0.7718,0.7283,0.521,,0,none,
22d-227@627-wg9-xt9,Bird Bangers,40.651076,-73.946498,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,428,0.9211,0.9379,-0.524,0.7114,0.775,-1.009,,0,none,
22j-224@627-s98-rhq,Xin La Gong Fu,40.764218,-73.828251,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,465,0.953,0.9299,0.501,0.7823,0.7483,0.506,,0,none,
22n-222@627-w9g-s5z,M & M Superette,40.647201,-74.080933,Restaurants and Other Eating Places,Limited-Service Restaurants,Staten Island,162,0.9733,0.9384,0.58,0.8318,0.7613,0.75,,0,none,
22v-222@627-sbg-p35,Pioneer Supermarkets,40.807202,-73.916972,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,95,0.6649,0.6539,0.14,0.4605,0.4438,0.199,,0,none,
22v-225@627-s6j-435,BEER Convenience & Grocery,40.850693,-73.894415,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,147,0.6611,0.6652,-0.057,0.4286,0.4468,-0.22,,0,none,
22w-222@627-s8g-bc5,Pheasant Catering,40.723143,-73.941063,Special Food Services,Caterers,Brooklyn,51,0.9644,0.9213,1.217,0.8137,0.784,0.424,,0,none,
22w-224@627-wgb-b49,Y & M Gourmet Deli,40.653967,-73.930819,Specialty Food Stores,All Other Specialty Food Stores,Brooklyn,327,0.9173,0.9382,-0.642,0.7561,0.778,-0.368,,0,none,
22z-225@627-s4m-d35,Joes Gourmet Deli,40.798737,-73.963445,Specialty Food Stores,,Manhattan,50,0.9538,0.9359,0.515,0.775,0.7757,0.033,,0,none,
23b-222@627-wgb-mhq,China Restaurant,40.650276,-73.93,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,810,0.9799,0.9506,0.815,0.8843,0.8019,1.233,,0,none,
23j-224@627-s82-5cq,Autumn Ave Cafe,40.682033,-73.869597,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,347,0.9333,0.937,-0.144,0.7723,0.7757,-0.084,,0,none,
zzw-222@627-s4v-xkf,Blvd Bistro,40.804376,-73.955731,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,243,0.9678,0.9541,0.406,0.8261,0.8092,0.271,,0,none,
zzw-222@627-wh3-2x5,El Tenampa,40.662417,-73.996283,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,249,0.9811,0.9568,0.67,0.8865,0.8216,0.965,,0,none,
zzw-223@627-vvb-z9f,Plaza Bagels & Deli,40.573522,-74.117898,Restaurants and Other Eating Places,Limited-Service Restaurants,Staten Island,237,0.8463,0.8478,-0.053,0.6266,0.6719,-0.565,,0,none,
23d-224@627-s92-d9z,Bong,40.672693,-73.954813,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,102,0.9614,0.9452,0.436,0.8211,0.8006,0.281,,0,none,
zzw-22g@627-s8r-rx5,Himalayan Curry House Restaurant and Bar,40.757216,-73.968573,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,127,0.9708,0.9459,0.693,0.8543,0.8076,0.674,,0,none,
zzy-222@627-wc9-73q,East River Park Compost Yard,40.711033,-73.97909,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,785,0.9945,0.9711,0.654,0.9363,0.8628,1.035,,0,none,
zzw-229@627-s8k-pd9,7B Horseshoe Bar aka Vazacs,40.724998,-73.981416,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,51,0.9578,0.9394,0.527,0.8186,0.7892,0.44,,0,none,
229-223@627-wbv-ch5,DJ LWi e,40.768629,-73.992209,Performing Arts Companies,Musical Groups and Artists,Manhattan,148,0.9907,0.9302,1.602,0.9088,0.7704,1.913,,0,none,
22d-224@627-vtx-st9,Castleton Coner Deli,40.634043,-74.125883,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Staten Island,66,0.8867,0.939,-0.932,0.7462,0.683,0.668,,0,none,
22f-223@627-s9v-975,Ashley,40.693872,-73.822279,Special Food Services,Mobile Food Services,Queens,309,0.8718,0.8856,-0.296,0.6537,0.6613,-0.092,,0,none,
22f-22b@627-s8h-t5f,Taco Bell,40.740778,-73.988046,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,126,0.9856,0.9756,0.313,0.8948,0.8586,0.533,,0,none,
22h-225@627-s9q-qvf,Village Market & Grill,40.709022,-73.79894,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,405,0.9272,0.9214,0.128,0.7593,0.7643,-0.056,,0,none,
22k-223@627-tns-5vf,Hamilton Park,40.6538,-73.828582,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,117,0.9557,0.8713,1.825,0.7842,0.6777,1.55,,0,none,
22p-223@627-rww-9s5,S & W Supermarket,40.819482,-73.817726,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,105,0.9689,0.9416,0.353,0.8452,0.7772,0.815,,0,none,
22s-222@627-s6h-h5z,Empanadas RD,40.854475,-73.912096,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,204,0.6763,0.6798,-0.051,0.4216,0.4573,-0.429,,0,none,
22w-222@627-wh2-kj9,Baskin Robbins,40.669047,-73.986616,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,71,0.9622,0.9462,0.431,0.831,0.805,0.366,,0,none,
zzy-224@627-s8z-975,China Wok,40.667011,-73.950613,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,238,0.9339,0.9588,-0.759,0.7805,0.8231,-0.687,,0,none,
zzy-223@627-vsr-649,Park,40.533821,-74.200242,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Staten Island,1504,0.7202,0.7506,-0.552,0.5168,0.5276,-0.174,,0,none,
zzy-225@627-s8z-tsq,Parkside Plaza,40.655335,-73.961731,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,1157,0.97,0.9646,0.122,0.8323,0.85,-0.304,,0,none,
zzy-22g@627-s9v-t7q,Anda Boba Tea,40.685937,-73.824319,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,197,0.7983,0.8746,-1.645,0.5863,0.6474,-0.864,,0,none,
zzz-222@627-s6c-2p9,Rainbow Garden of Life and Health,40.821515,-73.915561,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,174,0.4974,0.6447,-1.937,0.3089,0.4296,-1.447,,0,none,
225-22k@627-s8f-cbk,Tudor city park,40.748642,-73.97052,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,323,0.9893,0.9585,0.845,0.8909,0.8254,0.927,,0,none,
225-222@627-rzp-rzf,7-Eleven,40.744995,-73.776982,Grocery Stores,Convenience Stores,Queens,560,0.8757,0.9146,-0.838,0.6652,0.7278,-0.885,,0,none,
238-223@627-s8d-zs5,Cafe Little Armenia,40.734184,-73.955096,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,53,0.9557,0.9271,0.794,0.7925,0.7658,0.377,,0,none,
226-222@627-wf8-xqz,St. John's University - Office of Residence Life - Staten Island,40.620666,-74.091018,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",Staten Island,76,0.8234,0.887,-1.127,0.5987,0.6968,-1.164,,0,none,
226-225@627-wc7-y35,Healthy Deluxe Deli & GRILL,40.720289,-73.993166,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,594,0.9775,0.9863,-0.168,0.8535,0.8996,-0.58,,0,none,
22m-222@627-s92-cwk,Sushi Tatsu,40.677655,-73.955152,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,215,0.9854,0.9588,0.736,0.8779,0.8233,0.806,,0,none,
22n-224@627-wgz-ch5,Bora Bora Smoothie Cafe,40.632355,-74.027603,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,90,0.882,0.926,-1.31,0.6667,0.7635,-1.52,,0,none,
22y-222@627-s7q-ysq,Family Deli and Grill,40.701943,-73.904023,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,74,0.8592,0.8831,-0.514,0.6554,0.6867,-0.435,,0,none,
zzy-222@627-wdh-swk,T.J. Maxx,40.609194,-73.958827,Department Stores,Department Stores,Brooklyn,284,0.8916,0.9331,-1.238,0.6505,0.7596,-1.708,,0,none,
zzy-223@627-sb6-p5f,Travers Park,40.753982,-73.889361,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Queens,864,0.9409,0.9257,0.33,0.7503,0.7346,0.243,,0,none,
zzy-22d@627-s9s-4vz,Elite Bill Services,40.688187,-73.784799,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,637,0.9359,0.9219,0.305,0.7445,0.7381,0.109,,0,none,
zzy-22x@627-sb6-bff,El Coyote Restaurant,40.75518,-73.886679,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,58,0.8777,0.8823,-0.098,0.6595,0.716,-0.797,,0,none,
227-223@627-s6h-vpv,Paola Deli Grocery,40.858445,-73.890346,Grocery Stores,,Bronx,93,0.7222,0.6864,0.466,0.4973,0.4721,0.301,,0,none,
227-223@627-wdh-nnq,Peddlers & Parchment,40.618594,-73.956006,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Brooklyn,136,0.9204,0.9231,-0.114,0.7004,0.7443,-0.707,,0,none,
zzy-22m@627-s7t-s5z,Tasty Co,40.72923,-73.863069,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,213,0.9228,0.8917,0.674,0.7289,0.6883,0.601,,0,none,
zzy-22j@627-s8d-ty9,Matsuzuki Sakura,40.743554,-73.957239,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,129,0.9496,0.9419,0.168,0.8023,0.7793,0.348,,0,none,
zzy-23d@627-s7s-qj9,La Cabana,40.750282,-73.862797,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,80,0.8857,0.8601,0.555,0.6562,0.659,-0.023,,0,none,
zzy-22j@627-s8j-wkz,Banc Cafe,40.743225,-73.979722,Special Food Services,Caterers,Manhattan,87,0.9741,0.9497,0.68,0.8534,0.8118,0.605,,0,none,
222-222@627-wf8-k9f,Osgood Grocery,40.618321,-74.081338,Grocery Stores,,Staten Island,132,0.9921,0.9396,0.886,0.9129,0.6859,2.527,,0,none,
222-222@627-wh2-kvf,American Legion,40.670681,-73.984857,Amusement Parks and Arcades,,Brooklyn,51,0.9747,0.9266,1.361,0.8725,0.7661,1.603,,0,none,
223-222@627-s8j-gtv,Boqueria,40.740257,-73.99373,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,104,0.9661,0.9701,-0.046,0.8029,0.8457,-0.537,,0,none,
zzz-222@627-s9y-q2k,Detective Keith L Williams Park,40.7029,-73.784437,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,194,0.9425,0.8786,1.384,0.7784,0.6635,1.671,,0,none,
222-22f@627-wc8-x89,East River Greenway,40.709525,-73.994624,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,1315,0.9988,0.9656,0.905,0.9715,0.8536,1.635,,0,none,
223-222@627-s4t-vmk,Basketball Court,40.798981,-73.950961,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,58,0.9357,0.9008,0.948,0.7672,0.7168,0.724,,0,none,
22f-226@627-s4k-kfz,Mission Essentials NY,40.787459,-73.968042,Civic and Social Organizations,Civic and Social Organizations,Manhattan,74,0.9563,0.9389,0.5,0.7905,0.7871,0.09,,0,none,
zzz-222@627-wc8-47q,William F. Passannante Ballfield,40.728556,-74.002229,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,283,0.9967,0.9821,0.429,0.9417,0.8796,0.882,,0,none,
223-222@627-s8q-s89,sweetgreen,40.760509,-73.972775,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,59,0.9262,0.9583,-0.763,0.7373,0.8234,-1.121,,0,none,
223-223@627-s8k-syv,Daytripper,40.725707,-73.977484,Drinking Places (Alcoholic Beverages),,Manhattan,112,0.856,0.8985,-1.031,0.6362,0.714,-1.01,,0,none,
zzz-222@627-s64-xbk,Van Cortlandt's Tail,40.886232,-73.899704,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,438,0.9503,0.8584,1.202,0.7808,0.6541,1.517,,0,none,
zzy-224@627-wdg-9cq,Auntie Anne's,40.574894,-73.981298,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,123,0.9654,0.9475,0.484,0.8252,0.7977,0.39,,0,none,
zzy-223@627-s7v-jjv,Barrier Playground,40.736287,-73.85494,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,2881,0.9506,0.9436,0.152,0.7846,0.7275,0.84,,0,none,
22t-222@627-s7r-3t9,Nomad Cafe & Eatery,40.70404,-73.901902,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,184,0.8867,0.8888,-0.042,0.6766,0.6863,-0.123,,0,none,
233-223@627-tkc-nh5,Magnificent 7s Ent Inc,40.60439,-73.75376,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Queens,86,0.9654,0.9213,0.955,0.8198,0.7936,0.394,,0,none,
zzy-224@627-s7k-d7q,Frontera Park,40.724751,-73.895341,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Queens,2960,0.9278,0.933,-0.109,0.7432,0.7503,-0.086,,0,none,
225-226@627-s8r-s5z,Halevy Life Inc.,40.759709,-73.967018,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,155,0.9626,0.9681,-0.084,0.8387,0.8367,0.07,,0,none,
zzy-222@627-wh6-94v,Kennedy's Fried Chicken,40.676129,-74.004902,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,81,0.915,0.9447,-0.897,0.7253,0.7952,-1.107,,0,none,
228-222@627-s8b-v2k,Rico Pollo,40.683565,-73.871833,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,67,0.8962,0.9216,-0.774,0.7052,0.7527,-0.762,,0,none,
22d-222@627-rwt-mhq,7-Eleven,40.843259,-73.836372,Grocery Stores,Convenience Stores,Bronx,82,0.9189,0.8668,0.679,0.7988,0.7206,0.937,,0,none,
22j-223@627-wc3-8jv,Dodge YMCA,40.689805,-73.991426,Amusement Parks and Arcades,,Brooklyn,105,0.9138,0.972,-1.724,0.7143,0.8509,-2.131,,0,none,
22t-223@627-wc3-9zz,Hadramout Cafe,40.689924,-73.993825,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,70,0.9284,0.9432,-0.466,0.7679,0.7988,-0.508,,0,none,
zzy-22z@627-s99-rx5,NY Beer Garden,40.763102,-73.806971,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,244,0.9559,0.8912,1.399,0.7869,0.6925,1.376,,0,none,
22g-222@627-wff-cef,Mid China,40.616127,-74.030475,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,56,0.9627,0.942,0.567,0.808,0.7948,0.171,,0,none,
zzy-224@627-s7n-2kz,The Avenue Restaurant,40.701907,-73.879251,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,80,0.722,0.8741,-3.283,0.5312,0.68,-2.125,,0,none,
zzy-222@627-s82-3qz,Grant Avenue Municipal Parking Field,40.676805,-73.868405,Other Personal Services,Parking Lots and Garages,Brooklyn,61,0.9852,0.9112,2.115,0.8852,0.7433,2.148,,0,none,
222-22k@627-s88-ch5,NYRA Bets,40.677723,-73.827878,Spectator Sports,Racetracks,Queens,554,0.8493,0.9205,-1.536,0.602,0.7295,-1.82,,0,none,
22n-226@627-wgr-6tv,Tim Hortons,40.594314,-73.933266,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,481,0.9391,0.9421,-0.122,0.7573,0.7813,-0.402,,0,none,
22t-223@627-s5x-9zz,Chop Cheese Deli,40.8661,-73.927543,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,94,0.9646,0.8651,2.599,0.8245,0.6563,2.316,,0,none,
226-223@627-s4v-k2k,Jimmy John's,40.80435,-73.936845,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,199,0.8777,0.9254,-1.162,0.6646,0.7631,-1.289,,0,none,
zzy-223@627-s6d-s89,Palisades Playground,40.828987,-73.95062,"Arts, Entertainment, and Recreation",,Manhattan,263,0.9717,0.9357,0.974,0.8584,0.8047,0.768,,0,none,
zzy-223@627-s8t-vxq,Ideal Food Baskets,40.691112,-73.939302,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,267,0.9765,0.9612,0.408,0.8633,0.8352,0.4,,0,none,
226-225@627-wc7-jqf,Galerie Bar,40.715206,-74.009268,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,217,0.9886,0.9802,0.272,0.8975,0.8796,0.284,,0,none,
227-223@627-ryw-26k,Namaste Indian Restaurant,40.737174,-73.709761,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,102,0.9215,0.8753,1.001,0.7206,0.6844,0.537,,0,none,
228-225@627-s5x-fcq,Kingsbridge Grocery & Deli,40.878203,-73.907585,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,109,0.9246,0.6948,3.011,0.7087,0.473,2.825,66.7,0,none,
229-224@627-s8j-47q,J N J 23rd St Deli,40.738027,-73.981894,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,160,0.9711,0.9677,0.143,0.8281,0.8343,-0.041,,0,none,
22b-222@627-rw8-mff,Caridad and Louie's Restaurant,40.865655,-73.837702,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,247,0.9553,0.9281,0.353,0.8036,0.7807,0.274,,0,none,
22b-222@627-s8j-zvf,Five Guys,40.747896,-73.992562,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,79,0.9993,0.9734,0.718,0.9747,0.8516,1.706,,0,none,
zzy-226@627-s26-sqz,QQF corp,40.668296,-73.756401,Personal Care Services,"Hair, Nail, and Skin Care Services",Queens,274,0.8858,0.8859,0.0,0.6788,0.6791,0.013,,0,none,
zzy-224@627-s9s-3t9,Africarib Bazaar Food Market,40.690178,-73.778441,Grocery Stores,,Queens,98,0.824,0.8761,-1.122,0.602,0.6777,-1.073,,0,none,
223-23c@627-wbv-kcq,Marquis Theatre,40.758574,-73.985823,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,220,0.9912,0.9838,0.246,0.9205,0.8951,0.386,,0,none,
223-22k@627-vv3-j9z,Todt Hill-Westerleigh Library,40.609644,-74.148612,Other Information Services,Libraries and Archives,Staten Island,402,0.8991,0.7616,2.359,0.6897,0.5427,1.619,,0,none,
224-22s@627-s4r-52k,TKTS Lincoln Center,40.771128,-73.982872,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,213,0.9563,0.9609,-0.062,0.784,0.8379,-0.685,,0,none,
229-222@627-rwb-r49,Best 99 Cents,40.852793,-73.867417,"General Merchandise Stores, including Warehouse Clubs and Supercenters","General Merchandise Stores, including Warehouse Clubs and Supercenters",Bronx,331,0.8113,0.7411,0.916,0.5672,0.5135,0.643,,0,none,
22d-224@627-rwj-575,United Mega Liquidators,40.888756,-73.860342,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Bronx,96,0.7919,0.854,-0.819,0.6016,0.653,-0.617,,0,none,
23g-223@627-wdk-tjv,Jays Sweets & Snackeria,40.612822,-74.000228,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,150,0.9327,0.9257,0.169,0.7417,0.728,0.178,,0,none,
22c-22c@627-s4v-hkf,Central Park,40.793806,-73.950991,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,360,0.9654,0.9549,0.325,0.8299,0.8253,0.104,,0,none,
22t-222@627-vty-vmk,St. Elizabeth of Hungary Fraternity OFS,40.609759,-74.129758,Civic and Social Organizations,Civic and Social Organizations,Staten Island,105,0.9155,0.8329,1.406,0.7024,0.6142,0.95,,0,none,
23m-222@627-s96-kfz,Uncle Louie G,40.714779,-73.944595,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,195,0.9759,0.9569,0.516,0.8526,0.8156,0.536,,0,none,
zzw-223@627-s8j-h89,Planet Fitness,40.735383,-73.992624,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,84,0.9717,0.9629,0.281,0.8274,0.8336,-0.041,,0,none,
zzw-223@627-wgj-c3q,Clemente's Maryland Crabhouse,40.585101,-73.926268,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,530,0.9714,0.9227,1.379,0.8349,0.7216,1.708,,0,none,
zzz-222@627-wdd-tjv,Brooklyn Bay Center,40.592307,-73.998747,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,786,0.9588,0.9479,0.283,0.8003,0.7835,0.225,,0,none,
224-223@627-s9q-snq,SMart 99 Cents & Up,40.713747,-73.807235,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,338,0.9534,0.8952,1.259,0.7774,0.6891,1.287,,0,none,
227-223@627-wg6-vmk,the Xperience coffee house juice,40.644596,-73.901883,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,201,0.9375,0.9376,-0.037,0.7786,0.7794,-0.045,,0,none,
22h-222@627-wgw-8d9,Pro Ready,40.625543,-73.976907,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,485,0.9426,0.9372,0.122,0.7397,0.7692,-0.485,,0,none,
zzy-222@627-wc3-ch5,The Juice Shop Kitchen & Juicery,40.692836,-73.988427,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,94,0.9962,0.9656,0.851,0.9441,0.8432,1.518,,0,none,
